BusinessEntityID;TotalPurchaseYTD;DateFirstPurchase;BirthDate;MaritalStatus;YearlyIncome;Gender;TotalChildren;NumberChildrenAtHome;Education;Occupation;HomeOwnerFlag;NumberCarsOwned;etlloadid;etlloaddate
3472;-370.4292;23-06-2003;08-11-1946;M;25001-50000;F;2;0;Partial College;Clerical;false;2;12371;07-11-2018
3493;2349.08;25-10-2003;27-10-1967;M;50001-75000;F;5;5;Bachelors ;Professional;true;4;12371;07-11-2018
3495;1.6;14-04-2004;21-04-1949;M;greater than 100000;F;4;5;High School;Management;true;3;12371;07-11-2018
3497;702.34;15-11-2003;03-11-1965;M;25001-50000;F;2;2;Partial College;Clerical;true;1;12371;07-11-2018
3502;505.0;06-06-2004;26-09-1963;S;50001-75000;F;4;2;Bachelors ;Professional;false;2;12371;07-11-2018
3504;96.92;09-10-2003;01-04-1962;S;50001-75000;M;1;0;Partial College;Skilled Manual;false;1;12371;07-11-2018
3527;4.0;02-09-2003;09-05-1971;S;0-25000;F;0;0;Partial High School;Manual;false;2;12371;07-11-2018
3529;2.7;27-03-2004;02-01-1966;M;50001-75000;F;0;0;Graduate Degree;Professional;true;0;12371;07-11-2018
3536;2308.9817;15-07-2001;11-03-1949;S;greater than 100000;M;3;5;High School;Management;false;4;12371;07-11-2018
3538;-41.89;27-12-2002;26-08-1955;M;25001-50000;F;1;0;Partial College;Clerical;true;1;12371;07-11-2018
3561;-17.5;23-01-2004;19-03-1945;S;25001-50000;F;5;0;Partial High School;Skilled Manual;false;3;12371;07-11-2018
3563;2477.65;25-10-2003;11-05-1955;M;25001-50000;F;1;0;Partial College;Clerical;true;1;12371;07-11-2018
3570;25.0;26-10-2003;02-07-1957;M;50001-75000;F;2;0;High School;Professional;true;2;12371;07-11-2018
3572;-3578.27;23-09-2001;24-08-1968;S;50001-75000;F;0;0;Bachelors ;Professional;true;1;12371;07-11-2018
3595;-230.945;01-12-2002;04-12-1974;S;50001-75000;F;0;0;Partial College;Professional;false;2;12371;07-11-2018
3340;770.84;06-06-2004;24-08-1958;S;25001-50000;F;2;0;High School;Skilled Manual;true;2;12371;07-11-2018
3342;545.98;10-10-2001;05-07-1958;M;greater than 100000;M;4;1;Bachelors ;Management;true;3;12371;07-11-2018
3357;2281.9824;11-05-2003;16-04-1965;S;75001-100000;F;3;1;Bachelors ;Management;true;4;12371;07-11-2018
3359;-9.99;12-11-2003;23-09-1938;M;0-25000;F;1;0;Bachelors ;Clerical;true;0;12371;07-11-2018
3372;28.99;08-07-2004;26-09-1980;S;25001-50000;F;0;0;High School;Skilled Manual;true;2;12371;07-11-2018
3374;30.99;23-06-2004;25-08-1976;S;25001-50000;F;0;0;High School;Skilled Manual;false;2;12371;07-11-2018
3389;2310.0017;30-06-2002;21-08-1957;S;75001-100000;F;2;3;Partial College;Professional;true;4;12371;07-11-2018
3391;505.0;18-12-2003;16-11-1966;M;25001-50000;F;0;0;Bachelors ;Professional;false;0;12371;07-11-2018
3406;23.61;19-11-2003;14-04-1952;M;50001-75000;F;2;1;Partial High School;Skilled Manual;true;2;12371;07-11-2018
3408;1507.7236;02-10-2002;11-01-1968;S;50001-75000;F;2;2;Bachelors ;Professional;false;1;12371;07-11-2018
3423;-133.52;03-12-2003;05-02-1953;M;25001-50000;M;2;0;Partial College;Skilled Manual;false;2;12371;07-11-2018
3425;543.99;12-08-2003;05-01-1968;S;0-25000;F;1;1;Partial College;Manual;false;1;12371;07-11-2018
3440;27.7;10-12-2003;08-06-1940;M;50001-75000;F;5;0;Graduate Degree;Management;false;2;12371;07-11-2018
3442;-30.0;12-05-2004;27-05-1974;M;25001-50000;F;3;3;Partial College;Clerical;false;2;12371;07-11-2018
3457;-3578.27;08-02-2002;11-08-1965;S;25001-50000;F;3;3;Bachelors ;Skilled Manual;false;3;12371;07-11-2018
3459;2299.99;18-06-2004;26-07-1956;M;50001-75000;F;3;2;Partial College;Professional;true;0;12371;07-11-2018
3474;131.44;18-11-2003;24-03-1965;M;50001-75000;F;0;0;Graduate Degree;Professional;true;1;12371;07-11-2018
3476;381.1408;09-06-2003;04-05-1962;M;50001-75000;F;1;0;Bachelors ;Professional;true;1;12371;07-11-2018
3489;-34.99;16-09-2003;17-07-1965;S;0-25000;F;2;2;High School;Manual;true;1;12371;07-11-2018
3491;4732.042;22-01-2003;21-07-1972;M;75001-100000;F;0;0;Bachelors ;Professional;true;3;12371;07-11-2018
3506;27.05;06-03-2004;11-10-1961;M;50001-75000;F;1;0;Partial College;Skilled Manual;true;1;12371;07-11-2018
3508;1179.86;15-01-2004;17-01-1938;M;50001-75000;F;3;0;Graduate Degree;Management;true;2;12371;07-11-2018
3523;2.7;10-04-2004;03-07-1956;M;50001-75000;F;4;3;Partial College;Professional;false;0;12371;07-11-2018
3525;2380.07;05-04-2004;19-11-1969;M;50001-75000;F;2;2;Bachelors ;Skilled Manual;true;0;12371;07-11-2018
3540;-4.99;07-09-2003;25-10-1955;S;0-25000;F;3;0;Partial High School;Clerical;true;2;12371;07-11-2018
3542;113.425;30-07-2002;27-02-1963;S;50001-75000;F;0;0;Partial College;Skilled Manual;false;2;12371;07-11-2018
3557;-30.0;01-05-2004;05-05-1967;S;50001-75000;F;5;5;Bachelors ;Professional;true;3;12371;07-11-2018
3559;-31.0;12-05-2004;23-02-1964;S;0-25000;F;2;2;High School;Manual;true;2;12371;07-11-2018
3574;2413.57;25-04-2004;09-06-1976;S;0-25000;F;1;1;High School;Manual;true;0;12371;07-11-2018
3576;-32.6;23-03-2004;16-11-1946;M;50001-75000;F;5;0;Bachelors ;Management;true;3;12371;07-11-2018
3591;-4.99;08-03-2004;25-04-1980;M;0-25000;M;0;0;Partial High School;Manual;true;2;12371;07-11-2018
3593;102.89;25-12-2003;28-12-1964;M;75001-100000;F;4;3;Bachelors ;Management;true;0;12371;07-11-2018
3606;-130.02;19-10-2003;22-08-1967;S;0-25000;F;1;1;Partial College;Manual;false;1;12371;07-11-2018
3608;505.0;28-01-2004;23-06-1956;M;25001-50000;F;1;0;Partial College;Clerical;true;1;12371;07-11-2018
3623;-21.98;05-05-2004;09-02-1969;M;25001-50000;F;1;1;Bachelors ;Skilled Manual;true;1;12371;07-11-2018
3625;-539.99;11-03-2004;22-12-1967;S;50001-75000;F;0;0;Graduate Degree;Professional;false;1;12371;07-11-2018
3640;-35.0;03-07-2004;24-05-1967;S;50001-75000;F;5;5;Bachelors ;Professional;true;3;12371;07-11-2018
3642;-0.01;18-08-2003;28-10-1940;M;50001-75000;F;5;0;Graduate Degree;Management;true;2;12371;07-11-2018
3657;19.48;06-02-2004;19-04-1942;S;25001-50000;F;4;0;Bachelors ;Management;false;2;12371;07-11-2018
3330;1741.9875;11-06-2003;13-04-1973;S;25001-50000;F;0;0;Partial College;Clerical;true;1;12371;07-11-2018
3333;20.0;06-10-2003;24-06-1967;M;50001-75000;F;5;5;Bachelors ;Professional;true;4;12371;07-11-2018
3334;421.3936;03-05-2002;23-03-1953;M;25001-50000;F;1;0;Bachelors ;Skilled Manual;true;1;12371;07-11-2018
3347;518.98;20-05-2004;16-03-1949;S;50001-75000;F;5;1;Partial College;Professional;true;2;12371;07-11-2018
3348;26.69;12-09-2003;10-11-1975;M;50001-75000;F;0;0;Bachelors ;Professional;true;4;12371;07-11-2018
3365;337.5;09-02-2003;17-08-1964;S;0-25000;M;3;3;High School;Manual;true;0;12371;07-11-2018
3366;-1257.7764;11-11-2002;08-07-1975;S;25001-50000;F;0;0;High School;Skilled Manual;false;2;12371;07-11-2018
3383;-0.02;24-02-2004;08-12-1957;M;25001-50000;F;2;0;High School;Skilled Manual;true;2;12371;07-11-2018
3384;-11.01;22-04-2004;24-02-1966;M;25001-50000;F;1;1;Bachelors ;Skilled Manual;true;2;12371;07-11-2018
3397;1179.86;16-03-2002;24-12-1958;S;25001-50000;F;2;0;Partial College;Clerical;true;1;12371;07-11-2018
3398;531.0;12-04-2004;13-11-1970;S;0-25000;F;0;0;Partial College;Manual;false;1;12371;07-11-2018
3415;1218.85;08-03-2004;27-09-1970;M;25001-50000;F;0;0;Bachelors ;Clerical;true;0;12371;07-11-2018
3416;-3578.27;29-04-2002;21-03-1971;S;50001-75000;F;1;0;Graduate Degree;Skilled Manual;true;0;12371;07-11-2018
3433;-4.99;04-05-2004;25-09-1937;S;25001-50000;F;3;0;Graduate Degree;Management;false;2;12371;07-11-2018
3434;-7.95;16-06-2004;05-10-1955;S;0-25000;F;3;0;Partial High School;Clerical;false;2;12371;07-11-2018
3447;56.29;18-11-2003;12-05-1976;M;50001-75000;F;0;0;Partial College;Professional;false;2;12371;07-11-2018
3448;-4.0;07-06-2004;08-04-1934;S;0-25000;F;2;0;Partial College;Clerical;false;1;12371;07-11-2018
3451;2408.07;10-01-2004;25-07-1974;M;25001-50000;F;1;1;Bachelors ;Skilled Manual;true;0;12371;07-11-2018
3465;-476.49;21-02-2004;12-08-1962;S;greater than 100000;F;1;3;Partial College;Professional;true;4;12371;07-11-2018
3466;733.36;18-12-2003;03-09-1944;M;0-25000;F;3;0;High School;Skilled Manual;true;2;12371;07-11-2018
3483;569.48;14-11-2001;24-10-1973;M;75001-100000;F;0;5;High School;Management;true;2;12371;07-11-2018
3484;-25.0;18-03-2004;18-03-1977;S;25001-50000;F;0;0;Partial High School;Clerical;false;2;12371;07-11-2018
3498;-30.0;08-10-2003;20-03-1967;M;75001-100000;F;4;4;Bachelors ;Professional;false;0;12371;07-11-2018
3501;28.32;22-01-2004;22-05-1959;S;0-25000;F;1;1;High School;Manual;true;1;12371;07-11-2018
3515;2.7;14-09-2003;22-12-1974;M;75001-100000;F;0;0;Bachelors ;Professional;true;3;12371;07-11-2018
3516;-19.01;27-12-2003;02-06-1961;M;50001-75000;F;5;4;Partial College;Skilled Manual;true;2;12371;07-11-2018
3533;1.7;04-10-2003;09-10-1957;M;0-25000;F;2;1;Partial High School;Clerical;false;2;12371;07-11-2018
3534;1675.49;22-03-2004;07-04-1948;S;50001-75000;F;2;1;Partial College;Professional;false;1;12371;07-11-2018
3548;707.36;03-09-2003;10-09-1963;S;0-25000;F;3;3;High School;Manual;false;1;12371;07-11-2018
3551;-21.01;30-12-2003;09-05-1961;M;0-25000;F;1;0;Bachelors ;Manual;true;0;12371;07-11-2018
3565;718.3518;18-09-2002;15-05-1969;S;50001-75000;F;1;0;Graduate Degree;Professional;false;0;12371;07-11-2018
3566;19.69;29-12-2003;23-10-1976;M;50001-75000;F;0;0;Bachelors ;Professional;true;3;12371;07-11-2018
3583;-2062.4292;15-11-2002;08-01-1978;M;50001-75000;F;0;0;Partial College;Skilled Manual;false;2;12371;07-11-2018
3584;2361.5117;18-06-2002;20-05-1954;S;75001-100000;F;4;2;High School;Professional;true;1;12371;07-11-2018
3598;569.99;15-01-2004;13-05-1954;M;50001-75000;F;3;1;High School;Professional;true;1;12371;07-11-2018
3601;288.5608;13-04-2003;22-12-1967;S;75001-100000;F;4;4;Bachelors ;Professional;true;0;12371;07-11-2018
3615;16.49;21-04-2003;22-06-1968;M;25001-50000;F;0;0;Graduate Degree;Clerical;true;0;12371;07-11-2018
3616;-29.99;30-06-2004;15-11-1943;M;50001-75000;F;3;0;Graduate Degree;Management;true;2;12371;07-11-2018
3633;19.2;19-01-2004;16-04-1973;S;0-25000;M;0;0;Partial High School;Manual;false;2;12371;07-11-2018
3319;4736.02;10-02-2004;27-09-1937;M;50001-75000;F;4;0;Graduate Degree;Management;true;2;12371;07-11-2018
3326;-1120.49;07-10-2002;10-08-1960;M;50001-75000;F;3;2;Partial College;Skilled Manual;true;2;12371;07-11-2018
3337;-3578.27;14-09-2001;21-10-1962;M;50001-75000;F;1;0;Partial College;Skilled Manual;true;1;12371;07-11-2018
3344;2372.95;22-08-2001;24-12-1962;S;50001-75000;F;1;0;Bachelors ;Professional;true;1;12371;07-11-2018
3351;-3.99;29-03-2004;21-08-1950;S;0-25000;F;2;1;Partial High School;Clerical;true;2;12371;07-11-2018
3355;19.2;24-07-2004;15-08-1979;S;25001-50000;F;0;0;High School;Skilled Manual;true;2;12371;07-11-2018
3362;-3578.27;04-11-2001;26-05-1970;M;50001-75000;F;3;0;Graduate Degree;Professional;false;0;12371;07-11-2018
3369;-25.0;02-06-2004;19-10-1947;M;75001-100000;F;5;1;Partial High School;Skilled Manual;true;4;12371;07-11-2018
3376;7.69;12-10-2003;09-04-1977;S;25001-50000;F;0;0;Partial College;Clerical;false;1;12371;07-11-2018
3380;17.5;30-03-2004;02-07-1962;S;0-25000;F;1;0;Graduate Degree;Clerical;false;0;12371;07-11-2018
3387;2424.08;12-02-2004;05-12-1958;M;25001-50000;F;1;0;Partial College;Clerical;true;1;12371;07-11-2018
3394;544.98;03-06-2004;06-06-1970;S;0-25000;F;0;0;Partial College;Manual;true;1;12371;07-11-2018
3401;-2969.31;23-06-2002;10-10-1976;M;0-25000;F;1;1;High School;Manual;true;0;12371;07-11-2018
3405;64.58;17-10-2003;11-02-1969;M;50001-75000;F;2;0;Graduate Degree;Professional;true;0;12371;07-11-2018
3412;223.5708;24-12-2002;26-08-1957;M;0-25000;F;1;0;Bachelors ;Clerical;true;0;12371;07-11-2018
3419;1666.0018;25-08-2001;25-04-1968;S;0-25000;F;2;2;High School;Manual;true;1;12371;07-11-2018
3430;1111.5;01-04-2004;08-10-1949;S;50001-75000;F;2;1;Partial College;Professional;false;2;12371;07-11-2018
3437;1651.0;01-04-2004;25-11-1966;S;25001-50000;F;0;0;Bachelors ;Professional;false;0;12371;07-11-2018
3444;798.4825;24-09-2002;22-04-1974;M;50001-75000;F;0;0;Partial College;Professional;true;2;12371;07-11-2018
3455;543.9875;18-04-2003;09-07-1976;S;0-25000;F;1;1;High School;Manual;false;0;12371;07-11-2018
3462;2349.08;22-07-2001;22-12-1954;M;50001-75000;F;3;1;High School;Professional;false;1;12371;07-11-2018
3469;-49.0;17-03-2004;27-03-1976;S;25001-50000;F;0;0;Partial College;Clerical;false;1;12371;07-11-2018
3480;2324.99;01-05-2002;15-05-1967;S;greater than 100000;M;0;0;Graduate Degree;Management;true;2;12371;07-11-2018
3487;233.5608;24-06-2003;26-09-1965;S;25001-50000;F;2;2;Partial College;Clerical;true;0;12371;07-11-2018
3494;20.0;30-06-2004;11-09-1943;M;50001-75000;F;4;0;Graduate Degree;Management;true;2;12371;07-11-2018
3505;21.97;28-08-2003;22-04-1964;M;50001-75000;F;3;3;Bachelors ;Professional;true;2;12371;07-11-2018
3512;-0.01;11-01-2004;02-05-1948;S;75001-100000;F;5;1;High School;Management;true;4;12371;07-11-2018
3519;4624.0674;02-12-2002;10-05-1958;S;greater than 100000;F;2;3;Bachelors ;Management;false;2;12371;07-11-2018
3530;-1218.29;17-04-2002;20-11-1971;S;50001-75000;F;1;0;Graduate Degree;Skilled Manual;true;0;12371;07-11-2018
3537;40.01;23-02-2004;16-10-1978;S;25001-50000;F;0;0;High School;Manual;true;1;12371;07-11-2018
3544;1095.49;20-11-2003;22-11-1954;S;0-25000;F;2;0;Partial College;Manual;true;1;12371;07-11-2018
3555;-24.99;17-11-2003;12-01-1975;S;0-25000;F;0;0;Partial High School;Manual;true;2;12371;07-11-2018
3562;-539.99;01-06-2003;05-10-1951;M;0-25000;M;2;1;Partial High School;Clerical;true;2;12371;07-11-2018
3569;-2457.78;12-10-2001;18-11-1977;S;0-25000;F;1;1;High School;Manual;false;0;12371;07-11-2018
3580;-17.39;19-08-2003;08-03-1957;M;0-25000;F;2;1;Partial High School;Clerical;true;2;12371;07-11-2018
3587;530.48;25-10-2003;10-03-1952;M;50001-75000;F;2;1;High School;Professional;true;2;12371;07-11-2018
3594;476.49;15-01-2004;06-02-1967;S;0-25000;F;4;4;Partial High School;Manual;true;0;12371;07-11-2018
3605;21.97;07-09-2003;02-05-1977;S;25001-50000;F;0;0;Partial High School;Clerical;true;2;12371;07-11-2018
3612;-539.99;14-05-2004;10-04-1977;S;25001-50000;F;0;0;Partial College;Clerical;false;1;12371;07-11-2018
3600;2321.96;07-06-2004;28-08-1963;M;50001-75000;F;4;2;Bachelors ;Professional;true;2;12371;07-11-2018
3617;-1258.28;29-05-2002;24-08-1965;S;25001-50000;F;2;2;Partial College;Clerical;true;1;12371;07-11-2018
3618;2408.36;14-07-2002;13-02-1929;S;75001-100000;F;3;0;Graduate Degree;Management;true;1;12371;07-11-2018
3631;4698.0317;20-10-2002;07-09-1971;M;greater than 100000;F;0;5;Partial High School;Professional;true;4;12371;07-11-2018
3632;-13.01;17-04-2004;10-08-1979;S;25001-50000;F;0;0;Partial College;Skilled Manual;true;1;12371;07-11-2018
3649;-222.995;19-03-2003;22-01-1971;S;50001-75000;F;1;0;Graduate Degree;Skilled Manual;true;0;12371;07-11-2018
3650;-2049.0964;20-02-2003;13-10-1958;M;25001-50000;F;1;0;Partial College;Clerical;true;1;12371;07-11-2018
3667;-4.99;25-03-2004;19-08-1969;S;0-25000;F;0;0;Partial College;Manual;false;1;12371;07-11-2018
3668;-2071.4192;02-05-2003;04-04-1967;S;25001-50000;F;2;2;Bachelors ;Skilled Manual;true;1;12371;07-11-2018
3681;-30.0;19-08-2003;04-05-1977;S;25001-50000;F;0;0;Partial High School;Clerical;false;2;12371;07-11-2018
3682;814.9918;08-01-2002;06-07-1966;S;50001-75000;F;0;0;Graduate Degree;Skilled Manual;true;0;12371;07-11-2018
3685;2477.65;09-11-2003;21-11-1939;M;50001-75000;F;5;0;Graduate Degree;Management;true;2;12371;07-11-2018
3699;1101.49;09-03-2004;26-04-1968;S;0-25000;F;2;2;High School;Manual;false;1;12371;07-11-2018
3700;61.0;18-01-2004;02-06-1977;M;25001-50000;F;0;0;Partial College;Skilled Manual;true;2;12371;07-11-2018
3717;12.5;17-04-2004;28-12-1947;S;25001-50000;F;4;0;High School;Professional;true;2;12371;07-11-2018
3718;26.69;21-05-2004;25-04-1971;M;25001-50000;F;1;0;Graduate Degree;Skilled Manual;true;0;12371;07-11-2018
3732;-23.52;06-07-2004;13-07-1957;M;50001-75000;M;2;0;High School;Professional;false;2;12371;07-11-2018
3735;1.7;14-10-2003;01-08-1972;S;0-25000;M;0;0;Partial High School;Manual;false;2;12371;07-11-2018
3749;2307.98;27-11-2001;21-11-1973;M;25001-50000;M;1;1;Bachelors ;Skilled Manual;true;1;12371;07-11-2018
3750;-3578.27;04-11-2001;22-06-1959;S;25001-50000;M;2;0;Partial College;Clerical;false;1;12371;07-11-2018
3767;-1000.435;12-12-2002;17-06-1974;S;50001-75000;M;0;0;Partial College;Professional;false;2;12371;07-11-2018
3768;24.98;22-09-2003;21-03-1955;M;25001-50000;M;1;0;Partial College;Clerical;true;1;12371;07-11-2018
3782;2414.7375;15-08-2002;13-06-1963;S;50001-75000;M;0;0;Bachelors ;Professional;false;1;12371;07-11-2018
3785;2350.0;27-07-2002;03-07-1966;S;50001-75000;M;3;3;Bachelors ;Skilled Manual;false;0;12371;07-11-2018
3799;587.69;18-10-2001;08-08-1956;M;50001-75000;M;2;0;High School;Skilled Manual;true;2;12371;07-11-2018
3800;2327.7;13-08-2003;28-04-1979;M;25001-50000;M;0;0;Partial College;Skilled Manual;true;1;12371;07-11-2018
3817;459.97;09-09-2003;28-03-1950;S;25001-50000;M;2;1;Partial High School;Skilled Manual;true;2;12371;07-11-2018
3818;2299.99;18-05-2002;27-04-1963;S;50001-75000;M;4;2;Bachelors ;Professional;true;2;12371;07-11-2018
3832;515.0;17-11-2001;24-03-1974;S;greater than 100000;M;5;5;Partial High School;Professional;true;4;12371;07-11-2018
3835;-3374.99;28-06-2002;01-03-1963;M;50001-75000;M;4;2;Bachelors ;Professional;true;2;12371;07-11-2018
3849;-35.0;10-11-2003;11-04-1957;M;75001-100000;M;2;1;Partial College;Professional;true;0;12371;07-11-2018
3850;81.68;12-10-2003;11-07-1976;M;25001-50000;M;0;0;Partial College;Clerical;false;1;12371;07-11-2018
3867;-28.01;28-11-2003;27-02-1974;M;25001-50000;M;0;0;Graduate Degree;Skilled Manual;true;0;12371;07-11-2018
3868;-21.98;11-12-2003;10-04-1961;M;25001-50000;M;4;2;High School;Skilled Manual;true;2;12371;07-11-2018
3882;1726.99;20-02-2004;14-04-1973;M;25001-50000;M;1;1;Bachelors ;Skilled Manual;true;0;12371;07-11-2018
3885;8176.0605;17-06-2003;16-07-1952;M;75001-100000;M;4;1;Partial College;Professional;true;2;12371;07-11-2018
3899;-3578.27;05-09-2001;05-09-1960;M;50001-75000;M;1;0;Partial College;Skilled Manual;true;1;12371;07-11-2018
3900;-13.01;03-05-2004;18-11-1932;M;50001-75000;M;2;0;Graduate Degree;Management;true;2;12371;07-11-2018
3597;2157.9717;06-02-2003;21-08-1972;S;75001-100000;F;0;0;Bachelors ;Management;true;1;12371;07-11-2018
3602;1099.48;13-05-2004;07-11-1970;M;25001-50000;F;1;1;Bachelors ;Skilled Manual;true;0;12371;07-11-2018
3604;1.97;03-04-2004;08-05-1966;M;75001-100000;F;5;5;Graduate Degree;Management;true;3;12371;07-11-2018
3627;44.01;13-12-2003;22-10-1975;S;0-25000;F;0;0;Partial High School;Manual;false;1;12371;07-11-2018
3629;476.49;05-07-2002;10-02-1973;S;50001-75000;F;0;0;Partial College;Professional;false;2;12371;07-11-2018
3636;-69.99;16-07-2004;12-07-1942;M;50001-75000;F;3;0;Graduate Degree;Management;true;2;12371;07-11-2018
3638;707.36;05-01-2004;21-04-1945;M;25001-50000;F;5;0;Partial High School;Skilled Manual;true;4;12371;07-11-2018
3661;-4.99;31-12-2003;20-04-1954;M;greater than 100000;F;3;4;High School;Professional;true;4;12371;07-11-2018
3663;25.0;08-04-2004;03-09-1954;M;75001-100000;F;3;2;Partial College;Professional;true;1;12371;07-11-2018
3670;-4.99;25-03-2004;10-08-1969;M;50001-75000;F;5;0;Graduate Degree;Professional;true;0;12371;07-11-2018
3672;4.0;24-08-2003;22-08-1974;S;25001-50000;F;0;0;Partial College;Skilled Manual;false;1;12371;07-11-2018
3695;-2443.35;18-08-2002;08-08-1971;S;50001-75000;F;1;0;Graduate Degree;Professional;false;0;12371;07-11-2018
3697;-1.01;23-11-2003;23-10-1950;S;greater than 100000;F;0;5;Partial College;Management;false;4;12371;07-11-2018
3702;31.0;06-08-2003;25-04-1941;M;75001-100000;F;5;0;Bachelors ;Management;true;2;12371;07-11-2018
3704;31.69;28-07-2004;16-04-1978;S;0-25000;F;0;0;High School;Manual;false;1;12371;07-11-2018
3727;-32.6;17-11-2003;06-09-1966;M;greater than 100000;M;0;1;Graduate Degree;Management;true;3;12371;07-11-2018
3729;-5.01;13-09-2003;23-08-1962;S;75001-100000;M;1;2;Partial College;Professional;false;3;12371;07-11-2018
3731;1727.68;29-12-2003;23-08-1950;M;50001-75000;M;2;1;Partial College;Professional;true;1;12371;07-11-2018
3736;2.7;16-07-2004;14-08-1942;M;25001-50000;M;4;0;Bachelors ;Management;true;2;12371;07-11-2018
3738;-40.01;09-04-2004;26-08-1961;S;greater than 100000;M;0;0;Graduate Degree;Management;false;4;12371;07-11-2018
3761;-23.52;24-10-2003;20-07-1964;S;greater than 100000;M;3;2;Bachelors ;Management;false;4;12371;07-11-2018
3763;5.0;04-11-2003;12-01-1959;M;greater than 100000;M;1;1;Bachelors ;Management;true;4;12371;07-11-2018
3770;-896.96;24-05-2002;17-02-1965;S;greater than 100000;M;2;2;Bachelors ;Management;true;3;12371;07-11-2018
3772;2444.95;12-09-2003;10-05-1955;M;25001-50000;M;1;0;Partial College;Clerical;true;1;12371;07-11-2018
3795;1085.5;06-09-2003;08-04-1963;S;25001-50000;M;2;2;Partial College;Manual;true;0;12371;07-11-2018
3797;-69.99;10-04-2004;14-09-1967;M;25001-50000;M;5;5;High School;Skilled Manual;false;1;12371;07-11-2018
3804;1651.0;14-05-2004;25-10-1964;S;50001-75000;M;4;2;Bachelors ;Skilled Manual;true;2;12371;07-11-2018
3806;49.97;07-12-2003;15-06-1967;M;25001-50000;M;0;0;Bachelors ;Clerical;true;0;12371;07-11-2018
3829;51.48;25-10-2003;09-10-1978;S;25001-50000;M;0;0;High School;Manual;false;1;12371;07-11-2018
3831;1660.98;15-04-2002;03-08-1961;M;50001-75000;M;1;0;Partial College;Skilled Manual;false;1;12371;07-11-2018
3836;-30.0;13-08-2003;28-10-1970;M;50001-75000;M;1;0;Graduate Degree;Professional;true;0;12371;07-11-2018
3838;-0.01;15-09-2003;24-02-1948;M;25001-50000;M;2;1;High School;Professional;false;2;12371;07-11-2018
3861;2289.9924;22-01-2003;18-02-1957;M;greater than 100000;M;2;4;Partial College;Professional;false;2;12371;07-11-2018
3863;23.19;30-08-2003;17-08-1949;M;0-25000;M;2;1;Partial High School;Clerical;true;2;12371;07-11-2018
3870;45.48;24-10-2003;04-05-1978;M;0-25000;M;0;0;Partial College;Manual;true;1;12371;07-11-2018
3872;4.0;01-03-2004;26-03-1964;S;50001-75000;M;0;0;Bachelors ;Professional;false;1;12371;07-11-2018
3895;-30.0;25-01-2004;24-09-1969;M;25001-50000;M;1;1;Bachelors ;Skilled Manual;true;1;12371;07-11-2018
3897;23.19;30-04-2004;25-08-1956;M;0-25000;M;2;0;Partial College;Manual;true;0;12371;07-11-2018
3592;-8.99;18-06-2004;27-05-1977;S;25001-50000;F;0;0;Partial College;Clerical;false;1;12371;07-11-2018
3607;-30.0;10-10-2003;22-08-1948;S;75001-100000;F;4;1;Partial High School;Skilled Manual;true;4;12371;07-11-2018
3609;1066.5;15-02-2004;07-10-1969;M;50001-75000;F;1;0;Graduate Degree;Professional;true;0;12371;07-11-2018
3624;16.98;08-08-2003;24-01-1977;S;25001-50000;F;0;0;Partial High School;Clerical;true;2;12371;07-11-2018
3626;-33.01;23-11-2003;12-09-1974;M;50001-75000;F;0;0;Bachelors ;Professional;true;4;12371;07-11-2018
3641;-19.5;22-06-2004;12-10-1974;S;25001-50000;F;3;3;Partial College;Clerical;false;1;12371;07-11-2018
3643;971.99;26-11-2002;06-07-1970;M;25001-50000;F;0;0;Bachelors ;Clerical;true;0;12371;07-11-2018
3656;223.5708;02-05-2003;10-12-1959;M;75001-100000;F;1;0;Bachelors ;Professional;true;1;12371;07-11-2018
3658;1116.49;31-01-2004;26-04-1975;S;50001-75000;F;0;0;Partial College;Skilled Manual;false;2;12371;07-11-2018
3660;118.415;06-06-2003;23-12-1963;M;25001-50000;F;1;0;Bachelors ;Skilled Manual;true;0;12371;07-11-2018
3673;5.0;29-12-2003;26-09-1958;M;greater than 100000;F;5;1;Bachelors ;Management;true;4;12371;07-11-2018
3675;4691.04;08-03-2002;15-11-1968;M;25001-50000;F;0;0;Graduate Degree;Clerical;true;0;12371;07-11-2018
3690;-1248.29;20-05-2002;12-10-1946;M;50001-75000;F;5;0;Bachelors ;Management;true;2;12371;07-11-2018
3692;-20.01;24-06-2004;05-12-1968;S;75001-100000;F;4;4;Partial College;Skilled Manual;false;3;12371;07-11-2018
3707;-1098.33;06-06-2002;02-03-1970;M;greater than 100000;F;0;5;Partial High School;Professional;true;4;12371;07-11-2018
3709;-137.02;08-12-2003;09-05-1942;M;75001-100000;F;5;0;Bachelors ;Management;true;2;12371;07-11-2018
3724;1249.15;14-04-2002;18-08-1944;M;75001-100000;F;5;0;Bachelors ;Management;true;2;12371;07-11-2018
3726;1121.53;16-09-2003;06-08-1954;S;50001-75000;M;3;0;Partial High School;Skilled Manual;true;2;12371;07-11-2018
3741;-5.01;30-11-2003;23-08-1948;M;50001-75000;M;2;1;Bachelors ;Management;true;0;12371;07-11-2018
3743;1066.5;03-02-2003;21-05-1959;M;25001-50000;M;3;0;Bachelors ;Clerical;true;0;12371;07-11-2018
3758;1694.9825;19-06-2003;14-06-1961;M;25001-50000;M;4;0;Graduate Degree;Clerical;true;0;12371;07-11-2018
